일련번호,2018년 귀속(현행)업종코드,2019년 귀속(개편후)업종코드,국세청_대분류코드,국세청_대분류,국세청_중분류코드,국세청_중분류,국세청_소분류코드,국세청_소분류,국세청_세분류코드,국세청_세분류,국세청_세세분류,국세청_연계,KSIC10_코드,KSIC10_대분류코드,KSIC10_대분류,KSIC10_중분류코드,KSIC10_중분류,KSIC10_소분류코드,KSIC10_소분류,KSIC10_세분류코드,KSIC10_세분류,KSIC10_세세분류,KSIC10_연계,메인,세부설명,KSIC10_항목명,KSIC9_코드,KSIC9_항목명
530,332000,332000,C,제조업,33,"의료, 정밀, 광학 기기 및 시계 제조업",332,의료용 기기 제조업,3320,기타 의료용 기기 제조업,안경 및 안경렌즈 제조업,1,27193,C,제조업,27,"의료, 정밀, 광학 기기 및 시계 제조업",271,의료용 기기 제조업,2719,기타 의료용 기기 제조업,안경 및 안경렌즈 제조업,2,1,,  ,27321,광학렌즈 및 광학요소 제조업
531,332001,332001,C,제조업,33,"의료, 정밀, 광학 기기 및 시계 제조업",332,사진장비 및 광학 기기 제조업,3320,사진장비 및 광학기기 제조업,"사진기, 영사기 및 관련 장비 제조업",1,27302,C,제조업,27,"의료, 정밀, 광학 기기 및 시계 제조업",273,사진장비 및 광학 기기 제조업,2730,사진장비 및 광학기기 제조업,"사진기, 영사기 및 관련 장비 제조업",1,,,"사진기, 영사기 및 관련 장비 제조업",27322,"사진기, 영사기 및 관련 장비 제조업"
532,332001,332002,C,제조업,33,"의료, 정밀, 광학 기기 및 시계 제조업",332,의료용 기기 제조업,3320,기타 의료용 기기 제조업,안경 및 안경렌즈 제조업,1,27193,C,제조업,27,"의료, 정밀, 광학 기기 및 시계 제조업",271,의료용 기기 제조업,2719,기타 의료용 기기 제조업,안경 및 안경렌즈 제조업,2,,안경렌즈,안경 및 안경렌즈 제조업,27310,안경제조업
532,332001,332002,C,제조업,33,"의료, 정밀, 광학 기기 및 시계 제조업",332,의료용 기기 제조업,3320,기타 의료용 기기 제조업,안경 및 안경렌즈 제조업,1,27193,C,제조업,27,"의료, 정밀, 광학 기기 및 시계 제조업",271,의료용 기기 제조업,2719,기타 의료용 기기 제조업,안경 및 안경렌즈 제조업,2,,안경렌즈,  ,27321,광학렌즈 및 광학요소 제조업
533,332001,332003,C,제조업,33,"의료, 정밀, 광학 기기 및 시계 제조업",332,사진장비 및 광학 기기 제조업,3320,사진장비 및 광학기기 제조업,광학 렌즈 및 광학 요소 제조업,1,27301,C,제조업,27,"의료, 정밀, 광학 기기 및 시계 제조업",273,사진장비 및 광학 기기 제조업,2730,사진장비 및 광학기기 제조업,광학 렌즈 및 광학 요소 제조업,1,,,광학렌즈 및 광학요소 제조업,27321,광학렌즈 및 광학요소 제조업
534,332001,332004,C,제조업,33,"의료, 정밀, 광학 기기 및 시계 제조업",332,사진장비 및 광학 기기 제조업,3320,사진장비 및 광학기기 제조업,기타 광학 기기 제조업,1,27309,C,제조업,27,"의료, 정밀, 광학 기기 및 시계 제조업",273,사진장비 및 광학 기기 제조업,2730,사진장비 및 광학기기 제조업,기타 광학 기기 제조업,1,,,기타 광학기기 제조업,27329,기타 광학기기 제조업
535,333000,333000,C,제조업,33,"의료, 정밀, 광학 기기 및 시계 제조업",333,시계 및 시계 부품 제조업,3330,시계 및 시계 부품 제조업,시계 및 시계 부품 제조업,1,27400,C,제조업,27,"의료, 정밀, 광학 기기 및 시계 제조업",274,시계 및 시계 부품 제조업,2740,시계 및 시계 부품 제조업,시계 및 시계 부품 제조업,1,,,시계 및 시계부품 제조업,27401,시계 제조업
535,333000,333000,C,제조업,33,"의료, 정밀, 광학 기기 및 시계 제조업",333,시계 및 시계 부품 제조업,3330,시계 및 시계 부품 제조업,시계 및 시계 부품 제조업,1,27400,C,제조업,27,"의료, 정밀, 광학 기기 및 시계 제조업",274,시계 및 시계 부품 제조업,2740,시계 및 시계 부품 제조업,시계 및 시계 부품 제조업,1,,,  ,27402,시계부품 제조업
536,341001,341001,C,제조업,34,자동차 및 트레일러 제조업,341,자동차용 엔진 및 자동차 제조업,3410,자동차 제조업,화물 자동차 및 특수 목적용 자동차 제조업,1,30122,C,제조업,30,자동차 및 트레일러 제조업,301,자동차용 엔진 및 자동차 제조업,3012,자동차 제조업,화물 자동차 및 특수 목적용 자동차 제조업,1,,,화물자동차 및 특수 목적용 자동차 제조업,30122,화물자동차 및 특수 목적용 자동차 제조업
537,341001,341003,C,제조업,34,자동차 및 트레일러 제조업,341,자동차용 엔진 및 자동차 제조업,3410,자동차용 엔진 제조업,자동차용 엔진 제조업,1,30110,C,제조업,30,자동차 및 트레일러 제조업,301,자동차용 엔진 및 자동차 제조업,3011,자동차용 엔진 제조업,자동차용 엔진 제조업,1,,,자동차용 엔진 제조업,30110,자동차용 엔진 제조업
538,341001,341004,C,제조업,34,자동차 및 트레일러 제조업,341,자동차용 엔진 및 자동차 제조업,3410,자동차 제조업,승용차 및 기타 여객용 자동차 제조업,1,30121,C,제조업,30,자동차 및 트레일러 제조업,301,자동차용 엔진 및 자동차 제조업,3012,자동차 제조업,승용차 및 기타 여객용 자동차 제조업,1,,,승용차 및 기타 여객용 자동차 제조업,30121,승용차 및 기타 여객용 자동차 제조업
539,342000,342000,C,제조업,34,자동차 및 트레일러 제조업,342,자동차 차체 및 트레일러 제조업,3420,자동차 차체 및 트레일러 제조업,트레일러 및 세미 트레일러 제조업,1,30203,C,제조업,30,자동차 및 트레일러 제조업,302,자동차 차체 및 트레일러 제조업,3020,자동차 차체 및 트레일러 제조업,트레일러 및 세미 트레일러 제조업,1,,,트레일러 및 세미트레일러 제조업,30202,트레일러 및 세미트레일러 제조업
539,342000,342000,C,제조업,34,자동차 및 트레일러 제조업,342,자동차 차체 및 트레일러 제조업,3420,자동차 차체 및 트레일러 제조업,트레일러 및 세미 트레일러 제조업,1,30203,C,제조업,30,자동차 및 트레일러 제조업,302,자동차 차체 및 트레일러 제조업,3020,자동차 차체 및 트레일러 제조업,트레일러 및 세미 트레일러 제조업,1,,,  ,30203,운송용 컨테이너 제조업
540,342000,342001,C,제조업,34,자동차 및 트레일러 제조업,342,자동차 차체 및 트레일러 제조업,3420,자동차 차체 및 트레일러 제조업,차체 및 특장차 제조업,1,30201,C,제조업,30,자동차 및 트레일러 제조업,302,자동차 차체 및 트레일러 제조업,3020,자동차 차체 및 트레일러 제조업,차체 및 특장차 제조업,1,,,차체 및 특장차 제조업,30201,차체 및 특장차 제조업
541,342000,342002,C,제조업,34,자동차 및 트레일러 제조업,342,자동차 차체 및 트레일러 제조업,3420,자동차 차체 및 트레일러 제조업,자동차 구조 및 장치 변경업,1,30202,C,제조업,30,자동차 및 트레일러 제조업,302,자동차 차체 및 트레일러 제조업,3020,자동차 차체 및 트레일러 제조업,자동차 구조 및 장치 변경업,1,,,자동차 구조 및 장치 변경업 ,30201,차체 및 특장차 제조업
542,343000,343000,C,제조업,34,자동차 및 트레일러 제조업,343,자동차 신품 부품 제조업,3430,자동차용 기타 신품 부품 제조업,그 외 자동차용 신품 부품 제조업,1,30399,C,제조업,30,자동차 및 트레일러 제조업,303,자동차 신품 부품 제조업,3039,자동차용 기타 신품 부품 제조업,그 외 자동차용 신품 부품 제조업,2,1,,그 외 자동차용 신품 부품 제조업,30399,그 외 기타 자동차 부품 제조업
543,343000,343001,C,제조업,34,자동차 및 트레일러 제조업,343,자동차 신품 부품 제조업,3430,자동차 엔진용 신품 부품 제조업,자동차 엔진용 신품 부품 제조업,1,30310,C,제조업,30,자동차 및 트레일러 제조업,303,자동차 신품 부품 제조업,3031,자동차 엔진용 신품 부품 제조업,자동차 엔진용 신품 부품 제조업,1,,,자동차 엔진용 신품 부품 제조업,30310,자동차 엔진용 부품 제조업
544,343000,343002,C,제조업,34,자동차 및 트레일러 제조업,343,자동차 신품 부품 제조업,3430,자동차 차체용 신품 부품 제조업,자동차 차체용 신품 부품 제조업,1,30320,C,제조업,30,자동차 및 트레일러 제조업,303,자동차 신품 부품 제조업,3032,자동차 차체용 신품 부품 제조업,자동차 차체용 신품 부품 제조업,1,,,자동차 차체용 신품 부품 제조업,30320,자동차 차체용 부품 제조업
545,343000,343003,C,제조업,34,자동차 및 트레일러 제조업,343,자동차 신품 부품 제조업,3430,자동차용 신품 동력 전달장치 및 전기장치 제조업,자동차용 신품 동력 전달장치 제조업,1,30331,C,제조업,30,자동차 및 트레일러 제조업,303,자동차 신품 부품 제조업,3033,자동차용 신품 동력 전달장치 및 전기장치 제조업,자동차용 신품 동력 전달장치 제조업,1,,,자동차용 신품 동력 전달장치 제조업,30391,자동차용 동력 전달장치 제조업
546,343000,343004,C,제조업,34,자동차 및 트레일러 제조업,343,자동차 신품 부품 제조업,3430,자동차용 신품 동력 전달장치 및 전기장치 제조업,자동차용 신품 전기장치 제조업,1,30332,C,제조업,30,자동차 및 트레일러 제조업,303,자동차 신품 부품 제조업,3033,자동차용 신품 동력 전달장치 및 전기장치 제조업,자동차용 신품 전기장치 제조업,1,,,자동차용 신품 전기장치 제조업,30392,자동차용 전기장치 제조업
547,343000,343005,C,제조업,34,자동차 및 트레일러 제조업,343,자동차 신품 부품 제조업,3430,자동차용 기타 신품 부품 제조업,자동차용 신품 조향장치 및 현가장치 제조업,1,30391,C,제조업,30,자동차 및 트레일러 제조업,303,자동차 신품 부품 제조업,3039,자동차용 기타 신품 부품 제조업,자동차용 신품 조향장치 및 현가장치 제조업,1,,,자동차용 신품 조향 장치 및 현가장치 제조업,30399,그 외 기타 자동차 부품 제조업
548,343000,343006,C,제조업,34,자동차 및 트레일러 제조업,343,자동차 신품 부품 제조업,3430,자동차용 기타 신품 부품 제조업,자동차용 신품 제동장치 제조업,1,30392,C,제조업,30,자동차 및 트레일러 제조업,303,자동차 신품 부품 제조업,3039,자동차용 기타 신품 부품 제조업,자동차용 신품 제동장치 제조업,1,,,자동차용 신품 제동장치 제조업,30399,그 외 기타 자동차 부품 제조업
549,343000,343007,C,제조업,34,자동차 및 트레일러 제조업,343,자동차 재제조 부품 제조업,3430,자동차 재제조 부품 제조업,자동차 재제조 부품 제조업,1,30400,C,제조업,30,자동차 및 트레일러 제조업,304,자동차 재제조 부품 제조업,3040,자동차 재제조 부품 제조업,자동차 재제조 부품 제조업,1,,,자동차 재제조 부품 제조업,30310,자동차 엔진용 부품 제조업
549,343000,343007,C,제조업,34,자동차 및 트레일러 제조업,343,자동차 재제조 부품 제조업,3430,자동차 재제조 부품 제조업,자동차 재제조 부품 제조업,1,30400,C,제조업,30,자동차 및 트레일러 제조업,304,자동차 재제조 부품 제조업,3040,자동차 재제조 부품 제조업,자동차 재제조 부품 제조업,1,,,  ,30320,자동차 차체용 부품 제조업
549,343000,343007,C,제조업,34,자동차 및 트레일러 제조업,343,자동차 재제조 부품 제조업,3430,자동차 재제조 부품 제조업,자동차 재제조 부품 제조업,1,30400,C,제조업,30,자동차 및 트레일러 제조업,304,자동차 재제조 부품 제조업,3040,자동차 재제조 부품 제조업,자동차 재제조 부품 제조업,1,,,  ,30391,자동차용 동력전달장치 제조업
549,343000,343007,C,제조업,34,자동차 및 트레일러 제조업,343,자동차 재제조 부품 제조업,3430,자동차 재제조 부품 제조업,자동차 재제조 부품 제조업,1,30400,C,제조업,30,자동차 및 트레일러 제조업,304,자동차 재제조 부품 제조업,3040,자동차 재제조 부품 제조업,자동차 재제조 부품 제조업,1,,,  ,30392,자동차용 전기장치 제조업
549,343000,343007,C,제조업,34,자동차 및 트레일러 제조업,343,자동차 재제조 부품 제조업,3430,자동차 재제조 부품 제조업,자동차 재제조 부품 제조업,1,30400,C,제조업,30,자동차 및 트레일러 제조업,304,자동차 재제조 부품 제조업,3040,자동차 재제조 부품 제조업,자동차 재제조 부품 제조업,1,,,  ,30399,그 외 기타 자동차 부품 제조업
550,351101,351101,C,제조업,35,기타 운송장비 제조업,351,선박 및 보트 건조업,3511,선박 및 수상 부유 구조물 건조업,강선 건조업,1,31111,C,제조업,31,기타 운송장비 제조업,311,선박 및 보트 건조업,3111,선박 및 수상 부유 구조물 건조업,강선 건조업,1,,,강선 건조업,31111,강선 건조업
551,351102,351102,C,제조업,35,기타 운송장비 제조업,351,선박 및 보트 건조업,3511,선박 및 수상 부유 구조물 건조업,기타 선박 건조업,1,31113,C,제조업,31,기타 운송장비 제조업,311,선박 및 보트 건조업,3111,선박 및 수상 부유 구조물 건조업,기타 선박 건조업,3,,목선,기타 선박 건조업,31111,강선 건조업
551,351102,351102,C,제조업,35,기타 운송장비 제조업,351,선박 및 보트 건조업,3511,선박 및 수상 부유 구조물 건조업,기타 선박 건조업,1,31113,C,제조업,31,기타 운송장비 제조업,311,선박 및 보트 건조업,3111,선박 및 수상 부유 구조물 건조업,기타 선박 건조업,3,,목선,  ,31113,비철금속 선박 및 기타 항해용 선박 건조업
551,351102,351102,C,제조업,35,기타 운송장비 제조업,351,선박 및 보트 건조업,3511,선박 및 수상 부유 구조물 건조업,기타 선박 건조업,1,31113,C,제조업,31,기타 운송장비 제조업,311,선박 및 보트 건조업,3111,선박 및 수상 부유 구조물 건조업,기타 선박 건조업,3,,목선,  ,31119,기타 선박 건조업
552,351103,351103,C,제조업,35,기타 운송장비 제조업,351,선박 및 보트 건조업,3511,선박 및 수상 부유 구조물 건조업,선박 구성 부분품 제조업,1,31114,C,제조업,31,기타 운송장비 제조업,311,선박 및 보트 건조업,3111,선박 및 수상 부유 구조물 건조업,선박 구성 부분품 제조업,1,,,선박 구성 부분품 제조업,31114,선박 구성 부분품 제조업
553,351101,351105,C,제조업,35,기타 운송장비 제조업,351,선박 및 보트 건조업,3511,선박 및 수상 부유 구조물 건조업,기타 선박 건조업,1,31113,C,제조업,31,기타 운송장비 제조업,311,선박 및 보트 건조업,3111,선박 및 수상 부유 구조물 건조업,기타 선박 건조업,3,,"쇄빙선,공장선 및 특수선박",기타 선박 건조업,31111,강선 건조업
