,일련번호,2018년 귀속(현행)업종코드,2019년 귀속(개편후)업종코드,국세청_대분류코드,국세청_대분류,국세청_중분류코드,국세청_중분류,국세청_소분류코드,국세청_소분류,국세청_세분류코드,국세청_세분류,국세청_세세분류,국세청_연계,KSIC10_코드,KSIC10_대분류코드,KSIC10_대분류,KSIC10_중분류코드,KSIC10_중분류,KSIC10_소분류코드,KSIC10_소분류,KSIC10_세분류코드,KSIC10_세분류,KSIC10_세세분류,KSIC10_연계,메인,세부설명,KSIC10_항목명,KSIC9_코드,KSIC9_항목명,KSIC_CODE,산업명
478,373.0,273200.0,273201.0,C,제조업,27.0,1차 금속 제조업,273.0,금속 주조업,2732.0,비철금속 주조업,동 주물 주조업,1.0,24322.0,C,제조업,24.0,1차 금속 제조업,243.0,금속 주조업,2432.0,비철금속 주조업,동 주물 주조업,1,,,동주물 주조업,24322.0,동주물 주조업,C24322,금속주조업
479,374.0,273200.0,273202.0,C,제조업,27.0,1차 금속 제조업,273.0,금속 주조업,2732.0,비철금속 주조업,기타 비철금속 주조업,1.0,24329.0,C,제조업,24.0,1차 금속 제조업,243.0,금속 주조업,2432.0,비철금속 주조업,기타 비철금속 주조업,1,,,기타 비철금속 주조업,24329.0,기타 비철금속 주조업,C24329,금속주조업
480,375.0,281100.0,281100.0,C,제조업,28.0,금속 가공제품 제조업; 기계 및 가구 제외,281.0,"구조용 금속제품, 탱크 및 증기발생기 제조업",2811.0,구조용 금속제품 제조업,"금속 문, 창, 셔터 및 관련제품 제조업",1.0,25111.0,C,제조업,25.0,금속가공제품 제조업; 기계 및 가구 제외,251.0,"구조용 금속제품, 탱크 및 증기발생기 제조업",2511.0,구조용 금속제품 제조업,"금속 문, 창, 셔터 및 관련제품 제조업",1,,,"금속 문, 창, 셔터 및 관련 제품 제조업",25111.0,"금속 문, 창, 셔터 및 관련 제품 제조업",C25111,"구조용 금속제품, 탱크, 증기발생기 제조업"
481,376.0,281101.0,281101.0,C,제조업,28.0,금속 가공제품 제조업; 기계 및 가구 제외,281.0,기타 금속 가공제품 제조업,2811.0,그 외 기타 금속 가공제품 제조업,그 외 기타 분류 안된 금속 가공제품 제조업,1.0,25999.0,C,제조업,25.0,금속가공제품 제조업; 기계 및 가구 제외,259.0,기타 금속 가공제품 제조업,2599.0,그 외 기타 금속 가공제품 제조업,그 외 기타 분류 안된 금속 가공제품 제조업,3,1.0,,그 외 기타 분류 안된 금속 가공제품 제조업,25941.0,금속파스너 및 나사제품 제조업,C25941,기타 금속가공 제품 제조업
482,376.0,281101.0,281101.0,C,제조업,28.0,금속 가공제품 제조업; 기계 및 가구 제외,281.0,기타 금속 가공제품 제조업,2811.0,그 외 기타 금속 가공제품 제조업,그 외 기타 분류 안된 금속 가공제품 제조업,1.0,25999.0,C,제조업,25.0,금속가공제품 제조업; 기계 및 가구 제외,259.0,기타 금속 가공제품 제조업,2599.0,그 외 기타 금속 가공제품 제조업,그 외 기타 분류 안된 금속 가공제품 제조업,3,1.0,,  ,25992.0,금고 제조업,C25992,기타 금속가공 제품 제조업
483,376.0,281101.0,281101.0,C,제조업,28.0,금속 가공제품 제조업; 기계 및 가구 제외,281.0,기타 금속 가공제품 제조업,2811.0,그 외 기타 금속 가공제품 제조업,그 외 기타 분류 안된 금속 가공제품 제조업,1.0,25999.0,C,제조업,25.0,금속가공제품 제조업; 기계 및 가구 제외,259.0,기타 금속 가공제품 제조업,2599.0,그 외 기타 금속 가공제품 제조업,그 외 기타 분류 안된 금속 가공제품 제조업,3,1.0,,  ,25999.0,그 외 기타 분류 안된 금속가공제품 제조업,C25999,기타 금속가공 제품 제조업
484,377.0,281102.0,281102.0,C,제조업,28.0,기타 기계 및 장비 제조업,281.0,일반 목적용 기계 제조업,2811.0,"펌프 및 압축기 제조업; 탭, 밸브 및 유사 장치 제조 포함","탭, 밸브 및 유사 장치 제조업",1.0,29133.0,C,제조업,29.0,기타 기계 및 장비 제조업,291.0,일반 목적용 기계 제조업,2913.0,"펌프 및 압축기 제조업; 탭, 밸브 및 유사 장치 제조 포함","탭, 밸브 및 유사 장치 제조업",1,,,"탭, 밸브 및 유사장치 제조업",29133.0,"탭, 밸브 및 유사장치 제조업",C29133,사무용 이외의 일반기계 제조업
485,378.0,281100.0,281103.0,C,제조업,28.0,금속 가공제품 제조업; 기계 및 가구 제외,281.0,"구조용 금속제품, 탱크 및 증기발생기 제조업",2811.0,구조용 금속제품 제조업,구조용 금속 판제품 및 공작물 제조업,1.0,25112.0,C,제조업,25.0,금속가공제품 제조업; 기계 및 가구 제외,251.0,"구조용 금속제품, 탱크 및 증기발생기 제조업",2511.0,구조용 금속제품 제조업,구조용 금속 판제품 및 공작물 제조업,1,,,구조용 금속 판제품 및 공작물 제조업,25112.0,구조용 금속 판제품 및 금속 공작물 제조업,C25112,"구조용 금속제품, 탱크, 증기발생기 제조업"
486,379.0,281100.0,281104.0,C,제조업,28.0,금속 가공제품 제조업; 기계 및 가구 제외,281.0,"구조용 금속제품, 탱크 및 증기발생기 제조업",2811.0,구조용 금속제품 제조업,육상 금속 골조 구조재 제조업,1.0,25113.0,C,제조업,25.0,금속가공제품 제조업; 기계 및 가구 제외,251.0,"구조용 금속제품, 탱크 및 증기발생기 제조업",2511.0,구조용 금속제품 제조업,육상 금속 골조 구조재 제조업,1,,,육상 금속 골조 구조재 제조업,25113.0,금속 조립 구조재 제조업,C25113,"구조용 금속제품, 탱크, 증기발생기 제조업"
487,380.0,281100.0,281105.0,C,제조업,28.0,금속 가공제품 제조업; 기계 및 가구 제외,281.0,"구조용 금속제품, 탱크 및 증기발생기 제조업",2811.0,구조용 금속제품 제조업,수상 금속 골조 구조재 제조업,1.0,25114.0,C,제조업,25.0,금속가공제품 제조업; 기계 및 가구 제외,251.0,"구조용 금속제품, 탱크 및 증기발생기 제조업",2511.0,구조용 금속제품 제조업,수상 금속 골조 구조재 제조업,1,,,수상 금속 골조 구조재 제조업,25113.0,금속 조립 구조재 제조업,C25113,"구조용 금속제품, 탱크, 증기발생기 제조업"
488,381.0,281100.0,281106.0,C,제조업,28.0,금속 가공제품 제조업; 기계 및 가구 제외,281.0,"구조용 금속제품, 탱크 및 증기발생기 제조업",2811.0,구조용 금속제품 제조업,기타 구조용 금속제품 제조업,1.0,25119.0,C,제조업,25.0,금속가공제품 제조업; 기계 및 가구 제외,251.0,"구조용 금속제품, 탱크 및 증기발생기 제조업",2511.0,구조용 금속제품 제조업,기타 구조용 금속제품 제조업,1,,,기타 구조용 금속제품 제조업,25119.0,기타 구조용 금속제품 제조업,C25119,"구조용 금속제품, 탱크, 증기발생기 제조업"
489,382.0,281201.0,281201.0,C,제조업,28.0,금속 가공제품 제조업; 기계 및 가구 제외,281.0,"구조용 금속제품, 탱크 및 증기발생기 제조업",2812.0,"산업용 난방 보일러, 금속탱크 및 유사 용기 제조업",산업용 난방보일러 및 방열기 제조업,1.0,25121.0,C,제조업,25.0,금속가공제품 제조업; 기계 및 가구 제외,251.0,"구조용 금속제품, 탱크 및 증기발생기 제조업",2512.0,"산업용 난방 보일러, 금속탱크 및 유사 용기 제조업",산업용 난방보일러 및 방열기 제조업,2,1.0,,산업용 난방보일러 및 방열기 제조업,25121.0,중앙난방보일러 및 방열기 제조업,C25121,"구조용 금속제품, 탱크, 증기발생기 제조업"
490,383.0,281202.0,281202.0,C,제조업,28.0,금속 가공제품 제조업; 기계 및 가구 제외,281.0,"구조용 금속제품, 탱크 및 증기발생기 제조업",2812.0,"산업용 난방 보일러, 금속탱크 및 유사 용기 제조업",산업용 난방보일러 및 방열기 제조업,1.0,25121.0,C,제조업,25.0,금속가공제품 제조업; 기계 및 가구 제외,251.0,"구조용 금속제품, 탱크 및 증기발생기 제조업",2512.0,"산업용 난방 보일러, 금속탱크 및 유사 용기 제조업",산업용 난방보일러 및 방열기 제조업,2,,방열기,산업용 난방보일러 및 방열기 제조업,25121.0,중앙난방보일러 및 방열기 제조업,C25121,"구조용 금속제품, 탱크, 증기발생기 제조업"
491,384.0,281202.0,281204.0,C,제조업,28.0,금속 가공제품 제조업; 기계 및 가구 제외,281.0,"구조용 금속제품, 탱크 및 증기발생기 제조업",2812.0,"산업용 난방 보일러, 금속탱크 및 유사 용기 제조업",금속 탱크 및 저장 용기 제조업,1.0,25122.0,C,제조업,25.0,금속가공제품 제조업; 기계 및 가구 제외,251.0,"구조용 금속제품, 탱크 및 증기발생기 제조업",2512.0,"산업용 난방 보일러, 금속탱크 및 유사 용기 제조업",금속 탱크 및 저장 용기 제조업,1,,,금속탱크 및 저장용기 제조업,25122.0,설치용 금속탱크 및 저장용기 제조업,C25122,"구조용 금속제품, 탱크, 증기발생기 제조업"
492,385.0,281202.0,281205.0,C,제조업,28.0,금속 가공제품 제조업; 기계 및 가구 제외,281.0,"구조용 금속제품, 탱크 및 증기발생기 제조업",2812.0,"산업용 난방 보일러, 금속탱크 및 유사 용기 제조업",압축 및 액화 가스 용기 제조업,1.0,25123.0,C,제조업,25.0,금속가공제품 제조업; 기계 및 가구 제외,251.0,"구조용 금속제품, 탱크 및 증기발생기 제조업",2512.0,"산업용 난방 보일러, 금속탱크 및 유사 용기 제조업",압축 및 액화 가스 용기 제조업,1,,,압축 및 액화 가스용기 제조업,25122.0,설치용 금속탱크 및 저장용기 제조업,C25122,"구조용 금속제품, 탱크, 증기발생기 제조업"
493,386.0,281300.0,281300.0,C,제조업,28.0,금속 가공제품 제조업; 기계 및 가구 제외,281.0,"구조용 금속제품, 탱크 및 증기발생기 제조업",2813.0,핵반응기 및 증기보일러 제조업,핵반응기 및 증기보일러 제조업,1.0,25130.0,C,제조업,25.0,금속가공제품 제조업; 기계 및 가구 제외,251.0,"구조용 금속제품, 탱크 및 증기발생기 제조업",2513.0,핵반응기 및 증기보일러 제조업,핵반응기 및 증기보일러 제조업,1,,,핵반응기 및 증기보일러 제조업,25130.0,핵반응기 및 증기발생기 제조업,C25130,"구조용 금속제품, 탱크, 증기발생기 제조업"
494,387.0,289101.0,289101.0,C,제조업,28.0,금속 가공제품 제조업; 기계 및 가구 제외,289.0,기타 금속 가공제품 제조업,2891.0,"금속 단조, 압형 및 분말 야금제품 제조업",분말 야금제품 제조업,1.0,25911.0,C,제조업,25.0,금속가공제품 제조업; 기계 및 가구 제외,259.0,기타 금속 가공제품 제조업,2591.0,"금속 단조, 압형 및 분말 야금제품 제조업",분말 야금제품 제조업,1,,,분말야금제품 제조업,25911.0,분말야금제품 제조업,C25911,기타 금속가공 제품 제조업
495,388.0,289102.0,289102.0,C,제조업,28.0,금속 가공제품 제조업; 기계 및 가구 제외,289.0,기타 금속 가공제품 제조업,2891.0,"금속 단조, 압형 및 분말 야금제품 제조업",금속 단조제품 제조업,1.0,25912.0,C,제조업,25.0,금속가공제품 제조업; 기계 및 가구 제외,259.0,기타 금속 가공제품 제조업,2591.0,"금속 단조, 압형 및 분말 야금제품 제조업",금속 단조제품 제조업,1,,,금속단조제품 제조업,25912.0,금속단조제품 제조업,C25912,기타 금속가공 제품 제조업
496,389.0,289101.0,289103.0,C,제조업,28.0,금속 가공제품 제조업; 기계 및 가구 제외,289.0,기타 금속 가공제품 제조업,2891.0,"금속 단조, 압형 및 분말 야금제품 제조업",자동차용 금속 압형제품 제조업,1.0,25913.0,C,제조업,25.0,금속가공제품 제조업; 기계 및 가구 제외,259.0,기타 금속 가공제품 제조업,2591.0,"금속 단조, 압형 및 분말 야금제품 제조업",자동차용 금속 압형제품 제조업,1,,,자동차용 금속 압형제품 제조업,25913.0,금속 압형제품 제조업,C25913,기타 금속가공 제품 제조업
497,390.0,289101.0,289104.0,C,제조업,28.0,금속 가공제품 제조업; 기계 및 가구 제외,289.0,기타 금속 가공제품 제조업,2891.0,"금속 단조, 압형 및 분말 야금제품 제조업",그 외 금속 압형제품 제조업,1.0,25914.0,C,제조업,25.0,금속가공제품 제조업; 기계 및 가구 제외,259.0,기타 금속 가공제품 제조업,2591.0,"금속 단조, 압형 및 분말 야금제품 제조업",그 외 금속 압형제품 제조업,1,,,그 외 금속 압형제품 제조업,25913.0,금속 압형제품 제조업,C25913,기타 금속가공 제품 제조업
498,391.0,289201.0,289201.0,C,제조업,28.0,금속 가공제품 제조업; 기계 및 가구 제외,289.0,기타 금속 가공제품 제조업,2892.0,"금속 열처리, 도금 및 기타 금속 가공업",그 외 기타 금속 가공업,1.0,25929.0,C,제조업,25.0,금속가공제품 제조업; 기계 및 가구 제외,259.0,기타 금속 가공제품 제조업,2592.0,"금속 열처리, 도금 및 기타 금속 가공업",그 외 기타 금속 가공업,3,,금속용접처리,그 외 기타 금속가공업,25929.0,그 외 기타 금속가공업,C25929,기타 금속가공 제품 제조업
499,392.0,289202.0,289202.0,C,제조업,28.0,금속 가공제품 제조업; 기계 및 가구 제외,289.0,기타 금속 가공제품 제조업,2892.0,"금속 열처리, 도금 및 기타 금속 가공업",도장 및 기타 피막 처리업,1.0,25923.0,C,제조업,25.0,금속가공제품 제조업; 기계 및 가구 제외,259.0,기타 금속 가공제품 제조업,2592.0,"금속 열처리, 도금 및 기타 금속 가공업",도장 및 기타 피막 처리업,1,,,도장 및 기타 피막처리업,25923.0,도장 및 기타 피막처리업,C25923,기타 금속가공 제품 제조업
500,393.0,289201.0,289205.0,C,제조업,28.0,금속 가공제품 제조업; 기계 및 가구 제외,289.0,기타 금속 가공제품 제조업,2892.0,"금속 열처리, 도금 및 기타 금속 가공업",절삭 가공 및 유사 처리업,1.0,25924.0,C,제조업,25.0,금속가공제품 제조업; 기계 및 가구 제외,259.0,기타 금속 가공제품 제조업,2592.0,"금속 열처리, 도금 및 기타 금속 가공업",절삭 가공 및 유사 처리업,2,1.0,,절삭가공 및 유사 처리업,25924.0,절삭가공 및 유사 처리업,C25924,기타 금속가공 제품 제조업
501,394.0,289202.0,289206.0,C,제조업,28.0,금속 가공제품 제조업; 기계 및 가구 제외,289.0,기타 금속 가공제품 제조업,2892.0,"금속 열처리, 도금 및 기타 금속 가공업",금속 열처리업,1.0,25921.0,C,제조업,25.0,금속가공제품 제조업; 기계 및 가구 제외,259.0,기타 금속 가공제품 제조업,2592.0,"금속 열처리, 도금 및 기타 금속 가공업",금속 열처리업,1,,,금속 열처리업,25921.0,금속 열처리업,C25921,기타 금속가공 제품 제조업
502,395.0,289202.0,289207.0,C,제조업,28.0,금속 가공제품 제조업; 기계 및 가구 제외,289.0,기타 금속 가공제품 제조업,2892.0,"금속 열처리, 도금 및 기타 금속 가공업",도금업,1.0,25922.0,C,제조업,25.0,금속가공제품 제조업; 기계 및 가구 제외,259.0,기타 금속 가공제품 제조업,2592.0,"금속 열처리, 도금 및 기타 금속 가공업",도금업,1,,,도금업,25922.0,도금업,C25922,기타 금속가공 제품 제조업
503,396.0,289202.0,289208.0,C,제조업,28.0,금속 가공제품 제조업; 기계 및 가구 제외,289.0,기타 금속 가공제품 제조업,2892.0,"금속 열처리, 도금 및 기타 금속 가공업",그 외 기타 금속 가공업,1.0,25929.0,C,제조업,25.0,금속가공제품 제조업; 기계 및 가구 제외,259.0,기타 금속 가공제품 제조업,2592.0,"금속 열처리, 도금 및 기타 금속 가공업",그 외 기타 금속 가공업,3,1.0,,그 외 기타 금속가공업,25929.0,그 외 기타 금속가공업,C25929,기타 금속가공 제품 제조업
504,397.0,289301.0,289301.0,C,제조업,28.0,금속 가공제품 제조업; 기계 및 가구 제외,289.0,기타 금속 가공제품 제조업,2893.0,"날붙이, 수공구 및 일반 철물 제조업",비동력식 수공구 제조업,1.0,25933.0,C,제조업,25.0,금속가공제품 제조업; 기계 및 가구 제외,259.0,기타 금속 가공제품 제조업,2593.0,"날붙이, 수공구 및 일반 철물 제조업",비동력식 수공구 제조업,2,,농업용 및 정원용,비동력식 수공구 제조업,25933.0,비동력식 수공구 제조업,C25933,기타 금속가공 제품 제조업
505,398.0,289302.0,289302.0,C,제조업,28.0,금속 가공제품 제조업; 기계 및 가구 제외,289.0,기타 금속 가공제품 제조업,2893.0,"날붙이, 수공구 및 일반 철물 제조업",일반 철물 제조업,1.0,25932.0,C,제조업,25.0,금속가공제품 제조업; 기계 및 가구 제외,259.0,기타 금속 가공제품 제조업,2593.0,"날붙이, 수공구 및 일반 철물 제조업",일반 철물 제조업,2,1.0,,일반철물 제조업,25932.0,일반철물 제조업,C25932,기타 금속가공 제품 제조업
506,399.0,289303.0,289303.0,C,제조업,28.0,금속 가공제품 제조업; 기계 및 가구 제외,289.0,기타 금속 가공제품 제조업,2893.0,"날붙이, 수공구 및 일반 철물 제조업",톱 및 호환성 공구 제조업,1.0,25934.0,C,제조업,25.0,금속가공제품 제조업; 기계 및 가구 제외,259.0,기타 금속 가공제품 제조업,2593.0,"날붙이, 수공구 및 일반 철물 제조업",톱 및 호환성 공구 제조업,1,,,톱 및 호환성공구 제조업,25934.0,톱 및 호환성공구 제조업,C25934,기타 금속가공 제품 제조업
507,400.0,289303.0,289304.0,C,제조업,28.0,금속 가공제품 제조업; 기계 및 가구 제외,289.0,기타 금속 가공제품 제조업,2893.0,"날붙이, 수공구 및 일반 철물 제조업",날붙이 제조업,1.0,25931.0,C,제조업,25.0,금속가공제품 제조업; 기계 및 가구 제외,259.0,기타 금속 가공제품 제조업,2593.0,"날붙이, 수공구 및 일반 철물 제조업",날붙이 제조업,1,,,날붙이 제조업,25931.0,날붙이 제조업,C25931,기타 금속가공 제품 제조업
508,401.0,289303.0,289305.0,C,제조업,28.0,금속 가공제품 제조업; 기계 및 가구 제외,289.0,기타 금속 가공제품 제조업,2893.0,"날붙이, 수공구 및 일반 철물 제조업",일반 철물 제조업,1.0,25932.0,C,제조업,25.0,금속가공제품 제조업; 기계 및 가구 제외,259.0,기타 금속 가공제품 제조업,2593.0,"날붙이, 수공구 및 일반 철물 제조업",일반 철물 제조업,2,,자물쇠 및 열쇠,일반철물 제조업,25932.0,일반철물 제조업,C25932,기타 금속가공 제품 제조업
509,402.0,289303.0,289306.0,C,제조업,28.0,금속 가공제품 제조업; 기계 및 가구 제외,289.0,기타 금속 가공제품 제조업,2893.0,"날붙이, 수공구 및 일반 철물 제조업",비동력식 수공구 제조업,1.0,25933.0,C,제조업,25.0,금속가공제품 제조업; 기계 및 가구 제외,259.0,기타 금속 가공제품 제조업,2593.0,"날붙이, 수공구 및 일반 철물 제조업",비동력식 수공구 제조업,2,1.0,,비동력식 수공구 제조업,25933.0,비동력식 수공구 제조업,C25933,기타 금속가공 제품 제조업
510,403.0,289901.0,289901.0,C,제조업,28.0,금속 가공제품 제조업; 기계 및 가구 제외,289.0,기타 금속 가공제품 제조업,2899.0,"금속 파스너, 스프링 및 금속선 가공제품 제조업",금속선 가공제품 제조업,1.0,25944.0,C,제조업,25.0,금속가공제품 제조업; 기계 및 가구 제외,259.0,기타 금속 가공제품 제조업,2594.0,"금속 파스너, 스프링 및 금속선 가공제품 제조업",금속선 가공제품 제조업,1,,,금속선 가공제품 제조업,25943.0,금속선 가공제품 제조업,C25943,기타 금속가공 제품 제조업
511,404.0,289902.0,289902.0,C,제조업,28.0,금속 가공제품 제조업; 기계 및 가구 제외,289.0,기타 금속 가공제품 제조업,2899.0,그 외 기타 금속 가공제품 제조업,금속 캔 및 기타 포장용기 제조업,1.0,25991.0,C,제조업,25.0,금속가공제품 제조업; 기계 및 가구 제외,259.0,기타 금속 가공제품 제조업,2599.0,그 외 기타 금속 가공제품 제조업,금속 캔 및 기타 포장용기 제조업,1,,,금속캔 및 기타 포장용기 제조업,25991.0,금속캔 및 기타 포장용기 제조업,C25991,기타 금속가공 제품 제조업
512,405.0,289903.0,289903.0,C,제조업,28.0,금속 가공제품 제조업; 기계 및 가구 제외,289.0,기타 금속 가공제품 제조업,2899.0,그 외 기타 금속 가공제품 제조업,수동식 식품 가공 기기 및 금속 주방용기 제조업,1.0,25992.0,C,제조업,25.0,금속가공제품 제조업; 기계 및 가구 제외,259.0,기타 금속 가공제품 제조업,2599.0,그 외 기타 금속 가공제품 제조업,수동식 식품 가공 기기 및 금속 주방용기 제조업,1,,,수동식 식품 가공기기 및 금속 주방용기 제조업,25993.0,수동식 식품 가공기기 및 금속 주방용기 제조업,C25993,기타 금속가공 제품 제조업
513,406.0,289901.0,289908.0,C,제조업,28.0,금속 가공제품 제조업; 기계 및 가구 제외,289.0,기타 금속 가공제품 제조업,2899.0,"금속 파스너, 스프링 및 금속선 가공제품 제조업",볼트 및 너트류 제조업,1.0,25941.0,C,제조업,25.0,금속가공제품 제조업; 기계 및 가구 제외,259.0,기타 금속 가공제품 제조업,2594.0,"금속 파스너, 스프링 및 금속선 가공제품 제조업",볼트 및 너트류 제조업,1,,,볼트 및 너트류 제조업,25941.0,금속파스너 및 나사제품 제조업,C25941,기타 금속가공 제품 제조업
514,407.0,289901.0,289910.0,C,제조업,28.0,금속 가공제품 제조업; 기계 및 가구 제외,289.0,기타 금속 가공제품 제조업,2899.0,"금속 파스너, 스프링 및 금속선 가공제품 제조업",그 외 금속 파스너 및 나사제품 제조업,1.0,25942.0,C,제조업,25.0,금속가공제품 제조업; 기계 및 가구 제외,259.0,기타 금속 가공제품 제조업,2594.0,"금속 파스너, 스프링 및 금속선 가공제품 제조업",그 외 금속 파스너 및 나사제품 제조업,1,,,그 외 금속파스너 및 나사제품 제조업,25941.0,금속파스너 및 나사제품 제조업,C25941,기타 금속가공 제품 제조업
515,408.0,289901.0,289913.0,C,제조업,28.0,금속 가공제품 제조업; 기계 및 가구 제외,289.0,기타 금속 가공제품 제조업,2899.0,"금속 파스너, 스프링 및 금속선 가공제품 제조업",금속 스프링 제조업,1.0,25943.0,C,제조업,25.0,금속가공제품 제조업; 기계 및 가구 제외,259.0,기타 금속 가공제품 제조업,2594.0,"금속 파스너, 스프링 및 금속선 가공제품 제조업",금속 스프링 제조업,1,,,금속 스프링 제조업,25942.0,금속 스프링 제조업,C25942,기타 금속가공 제품 제조업
516,409.0,289901.0,289914.0,C,제조업,28.0,금속 가공제품 제조업; 기계 및 가구 제외,289.0,기타 금속 가공제품 제조업,2899.0,그 외 기타 금속 가공제품 제조업,피복 및 충전 용접봉 제조업,1.0,25995.0,C,제조업,25.0,금속가공제품 제조업; 기계 및 가구 제외,259.0,기타 금속 가공제품 제조업,2599.0,그 외 기타 금속 가공제품 제조업,피복 및 충전 용접봉 제조업,1,,,피복 및 충전 용접봉 제조업,25999.0,그 외 기타 분류 안된 금속 가공제품 제조업,C25999,기타 금속가공 제품 제조업
517,410.0,289901.0,289915.0,C,제조업,28.0,금속 가공제품 제조업; 기계 및 가구 제외,289.0,기타 금속 가공제품 제조업,2899.0,그 외 기타 금속 가공제품 제조업,그 외 기타 분류 안된 금속 가공제품 제조업,1.0,25999.0,C,제조업,25.0,금속가공제품 제조업; 기계 및 가구 제외,259.0,기타 금속 가공제품 제조업,2599.0,그 외 기타 금속 가공제품 제조업,그 외 기타 분류 안된 금속 가공제품 제조업,3,,사무실용 금속비품,그 외 기타 분류 안된 금속 가공제품 제조업,25941.0,금속파스너 및 나사제품 제조업,C25941,기타 금속가공 제품 제조업
518,410.0,289901.0,289915.0,C,제조업,28.0,금속 가공제품 제조업; 기계 및 가구 제외,289.0,기타 금속 가공제품 제조업,2899.0,그 외 기타 금속 가공제품 제조업,그 외 기타 분류 안된 금속 가공제품 제조업,1.0,25999.0,C,제조업,25.0,금속가공제품 제조업; 기계 및 가구 제외,259.0,기타 금속 가공제품 제조업,2599.0,그 외 기타 금속 가공제품 제조업,그 외 기타 분류 안된 금속 가공제품 제조업,3,,사무실용 금속비품,  ,25992.0,금고 제조업,C25992,기타 금속가공 제품 제조업
519,410.0,289901.0,289915.0,C,제조업,28.0,금속 가공제품 제조업; 기계 및 가구 제외,289.0,기타 금속 가공제품 제조업,2899.0,그 외 기타 금속 가공제품 제조업,그 외 기타 분류 안된 금속 가공제품 제조업,1.0,25999.0,C,제조업,25.0,금속가공제품 제조업; 기계 및 가구 제외,259.0,기타 금속 가공제품 제조업,2599.0,그 외 기타 금속 가공제품 제조업,그 외 기타 분류 안된 금속 가공제품 제조업,3,,사무실용 금속비품,  ,25999.0,그 외 기타 분류 안된 금속가공제품 제조업,C25999,기타 금속가공 제품 제조업
520,411.0,289902.0,289916.0,C,제조업,28.0,금속 가공제품 제조업; 기계 및 가구 제외,289.0,기타 금속 가공제품 제조업,2899.0,그 외 기타 금속 가공제품 제조업,금속 위생용품 제조업,1.0,25993.0,C,제조업,25.0,금속가공제품 제조업; 기계 및 가구 제외,259.0,기타 금속 가공제품 제조업,2599.0,그 외 기타 금속 가공제품 제조업,금속 위생용품 제조업,1,,,금속 위생용품 제조업,25994.0,금속 위생용품 제조업,C25994,기타 금속가공 제품 제조업
521,412.0,289903.0,289917.0,C,제조업,28.0,금속 가공제품 제조업; 기계 및 가구 제외,289.0,기타 금속 가공제품 제조업,2899.0,그 외 기타 금속 가공제품 제조업,금속 표시판 제조업,1.0,25994.0,C,제조업,25.0,금속가공제품 제조업; 기계 및 가구 제외,259.0,기타 금속 가공제품 제조업,2599.0,그 외 기타 금속 가공제품 제조업,금속 표시판 제조업,1,,,금속 표시판 제조업,25995.0,금속 표시판 제조업,C25995,기타 금속가공 제품 제조업
522,413.0,289903.0,289918.0,C,제조업,28.0,금속 가공제품 제조업; 기계 및 가구 제외,289.0,기타 금속 가공제품 제조업,2899.0,그 외 기타 금속 가공제품 제조업,그 외 기타 분류 안된 금속 가공제품 제조업,1.0,25999.0,C,제조업,25.0,금속가공제품 제조업; 기계 및 가구 제외,259.0,기타 금속 가공제품 제조업,2599.0,그 외 기타 금속 가공제품 제조업,그 외 기타 분류 안된 금속 가공제품 제조업,3,,금고,그 외 기타 분류 안된 금속 가공제품 제조업,25941.0,금속파스너 및 나사제품 제조업,C25941,기타 금속가공 제품 제조업
523,413.0,289903.0,289918.0,C,제조업,28.0,금속 가공제품 제조업; 기계 및 가구 제외,289.0,기타 금속 가공제품 제조업,2899.0,그 외 기타 금속 가공제품 제조업,그 외 기타 분류 안된 금속 가공제품 제조업,1.0,25999.0,C,제조업,25.0,금속가공제품 제조업; 기계 및 가구 제외,259.0,기타 금속 가공제품 제조업,2599.0,그 외 기타 금속 가공제품 제조업,그 외 기타 분류 안된 금속 가공제품 제조업,3,,금고,  ,25992.0,금고 제조업,C25992,기타 금속가공 제품 제조업
524,413.0,289903.0,289918.0,C,제조업,28.0,금속 가공제품 제조업; 기계 및 가구 제외,289.0,기타 금속 가공제품 제조업,2899.0,그 외 기타 금속 가공제품 제조업,그 외 기타 분류 안된 금속 가공제품 제조업,1.0,25999.0,C,제조업,25.0,금속가공제품 제조업; 기계 및 가구 제외,259.0,기타 금속 가공제품 제조업,2599.0,그 외 기타 금속 가공제품 제조업,그 외 기타 분류 안된 금속 가공제품 제조업,3,,금고,  ,25999.0,그 외 기타 분류 안된 금속가공제품 제조업,C25999,기타 금속가공 제품 제조업
525,414.0,291100.0,291100.0,C,제조업,29.0,기타 기계 및 장비 제조업,291.0,일반 목적용 기계 제조업,2911.0,내연기관 및 터빈 제조업; 항공기용 및 차량용 제외,내연기관 제조업,1.0,29111.0,C,제조업,29.0,기타 기계 및 장비 제조업,291.0,일반 목적용 기계 제조업,2911.0,내연기관 및 터빈 제조업; 항공기용 및 차량용 제외,내연기관 제조업,1,,,내연기관 제조업,29111.0,내연기관 제조업,C29111,사무용 이외의 일반기계 제조업
