,일련번호,2018년 귀속(현행)업종코드,2019년 귀속(개편후)업종코드,국세청_대분류코드,국세청_대분류,국세청_중분류코드,국세청_중분류,국세청_소분류코드,국세청_소분류,국세청_세분류코드,국세청_세분류,국세청_세세분류,국세청_연계,KSIC10_코드,KSIC10_대분류코드,KSIC10_대분류,KSIC10_중분류코드,KSIC10_중분류,KSIC10_소분류코드,KSIC10_소분류,KSIC10_세분류코드,KSIC10_세분류,KSIC10_세세분류,KSIC10_연계,메인,세부설명,KSIC10_항목명,KSIC9_코드,KSIC9_항목명,KSIC_CODE,산업명
967,731.0,512132.0,512132.0,G,도매 및 소매업,51.0,도매 및 상품 중개업,512.0,산업용 농ㆍ축산물 및 동ㆍ식물 도매업,5121.0,산업용 농ㆍ축산물 및 동ㆍ식물 도매업,화훼류 및 식물 도매업,1.0,46204.0,G,도매 및 소매업,46.0,도매 및 상품 중개업,462.0,산업용 농ㆍ축산물 및 동ㆍ식물 도매업,4620.0,산업용 농ㆍ축산물 및 동ㆍ식물 도매업,화훼류 및 식물 도매업,3,2.0,화초,  ,46204.0,화초 및 산식물 도매업,G46204,
968,732.0,512133.0,512133.0,G,도매 및 소매업,51.0,도매 및 상품 중개업,512.0,산업용 농ㆍ축산물 및 동ㆍ식물 도매업,5121.0,산업용 농ㆍ축산물 및 동ㆍ식물 도매업,화훼류 및 식물 도매업,1.0,46204.0,G,도매 및 소매업,46.0,도매 및 상품 중개업,462.0,산업용 농ㆍ축산물 및 동ㆍ식물 도매업,4620.0,산업용 농ㆍ축산물 및 동ㆍ식물 도매업,화훼류 및 식물 도매업,3,,생화(법정도매시장),화훼류 및 식물 도매업,46201.0,곡물 도매업,G46201,
969,732.0,512133.0,512133.0,G,도매 및 소매업,51.0,도매 및 상품 중개업,512.0,산업용 농ㆍ축산물 및 동ㆍ식물 도매업,5121.0,산업용 농ㆍ축산물 및 동ㆍ식물 도매업,화훼류 및 식물 도매업,1.0,46204.0,G,도매 및 소매업,46.0,도매 및 상품 중개업,462.0,산업용 농ㆍ축산물 및 동ㆍ식물 도매업,4620.0,산업용 농ㆍ축산물 및 동ㆍ식물 도매업,화훼류 및 식물 도매업,3,,생화(법정도매시장),  ,46204.0,화초 및 산식물 도매업,G46204,
970,733.0,512131.0,512135.0,G,도매 및 소매업,51.0,도매 및 상품 중개업,512.0,산업용 농ㆍ축산물 및 동ㆍ식물 도매업,5121.0,산업용 농ㆍ축산물 및 동ㆍ식물 도매업,종자 및 묘목 도매업,1.0,46202.0,G,도매 및 소매업,46.0,도매 및 상품 중개업,462.0,산업용 농ㆍ축산물 및 동ㆍ식물 도매업,4620.0,산업용 농ㆍ축산물 및 동ㆍ식물 도매업,종자 및 묘목 도매업,2,2.0,묘목,종자 및 묘목 도매업,46202.0,종자 및 묘목 도매업,G46202,
971,734.0,512140.0,512140.0,G,도매 및 소매업,51.0,도매 및 상품 중개업,512.0,산업용 농ㆍ축산물 및 동ㆍ식물 도매업,5121.0,산업용 농ㆍ축산물 및 동ㆍ식물 도매업,육지 동물 및 애완 동물 도매업,1.0,46205.0,G,도매 및 소매업,46.0,도매 및 상품 중개업,462.0,산업용 농ㆍ축산물 및 동ㆍ식물 도매업,4620.0,산업용 농ㆍ축산물 및 동ㆍ식물 도매업,육지 동물 및 애완 동물 도매업,2,1.0,,육지동물 및 애완동물 도매업,46205.0,산동물 도매업,G46205,
972,734.0,512140.0,512140.0,G,도매 및 소매업,51.0,도매 및 상품 중개업,512.0,산업용 농ㆍ축산물 및 동ㆍ식물 도매업,5121.0,산업용 농ㆍ축산물 및 동ㆍ식물 도매업,육지 동물 및 애완 동물 도매업,1.0,46205.0,G,도매 및 소매업,46.0,도매 및 상품 중개업,462.0,산업용 농ㆍ축산물 및 동ㆍ식물 도매업,4620.0,산업용 농ㆍ축산물 및 동ㆍ식물 도매업,육지 동물 및 애완 동물 도매업,2,1.0,,  ,46313.0,수산물 도매업,G46313,
973,735.0,512190.0,512190.0,G,도매 및 소매업,51.0,도매 및 상품 중개업,512.0,산업용 농ㆍ축산물 및 동ㆍ식물 도매업,5121.0,산업용 농ㆍ축산물 및 동ㆍ식물 도매업,기타 산업용 농산물 도매업,1.0,46209.0,G,도매 및 소매업,46.0,도매 및 상품 중개업,462.0,산업용 농ㆍ축산물 및 동ㆍ식물 도매업,4620.0,산업용 농ㆍ축산물 및 동ㆍ식물 도매업,기타 산업용 농산물 도매업,3,1.0,,기타 산업용 농산물 도매업,46209.0,기타 산업용 농산물 및 산동물 도매업,G46209,
974,735.0,512190.0,512190.0,G,도매 및 소매업,51.0,도매 및 상품 중개업,512.0,산업용 농ㆍ축산물 및 동ㆍ식물 도매업,5121.0,산업용 농ㆍ축산물 및 동ㆍ식물 도매업,기타 산업용 농산물 도매업,1.0,46209.0,G,도매 및 소매업,46.0,도매 및 상품 중개업,462.0,산업용 농ㆍ축산물 및 동ㆍ식물 도매업,4620.0,산업용 농ㆍ축산물 및 동ㆍ식물 도매업,기타 산업용 농산물 도매업,3,1.0,,  ,46319.0,기타 비가공 식품 도매업,G46319,
975,736.0,512190.0,512192.0,G,도매 및 소매업,51.0,도매 및 상품 중개업,512.0,산업용 농ㆍ축산물 및 동ㆍ식물 도매업,5121.0,산업용 농ㆍ축산물 및 동ㆍ식물 도매업,육지 동물 및 애완 동물 도매업,1.0,46205.0,G,도매 및 소매업,46.0,도매 및 상품 중개업,462.0,산업용 농ㆍ축산물 및 동ㆍ식물 도매업,4620.0,산업용 농ㆍ축산물 및 동ㆍ식물 도매업,육지 동물 및 애완 동물 도매업,2,,관상용 열대어 등,육지동물 및 애완동물 도매업,46205.0,산동물 도매업,G46205,
976,736.0,512190.0,512192.0,G,도매 및 소매업,51.0,도매 및 상품 중개업,512.0,산업용 농ㆍ축산물 및 동ㆍ식물 도매업,5121.0,산업용 농ㆍ축산물 및 동ㆍ식물 도매업,육지 동물 및 애완 동물 도매업,1.0,46205.0,G,도매 및 소매업,46.0,도매 및 상품 중개업,462.0,산업용 농ㆍ축산물 및 동ㆍ식물 도매업,4620.0,산업용 농ㆍ축산물 및 동ㆍ식물 도매업,육지 동물 및 애완 동물 도매업,2,,관상용 열대어 등,  ,46313.0,수산물 도매업,G46313,
977,737.0,512211.0,512211.0,G,도매 및 소매업,51.0,도매 및 상품 중개업,512.0,음ㆍ식료품 및 담배 도매업,5122.0,신선 식품 및 단순 가공 식품 도매업,과실류 도매업,1.0,46311.0,G,도매 및 소매업,46.0,도매 및 상품 중개업,463.0,음ㆍ식료품 및 담배 도매업,4631.0,신선 식품 및 단순 가공 식품 도매업,과실류 도매업,2,1.0,,과실류 도매업,46311.0,과실 및 채소 도매업,G46311,
978,738.0,512212.0,512212.0,G,도매 및 소매업,51.0,도매 및 상품 중개업,512.0,음ㆍ식료품 및 담배 도매업,5122.0,신선 식품 및 단순 가공 식품 도매업,"채소류, 서류 및 향신작물류 도매업",1.0,46312.0,G,도매 및 소매업,46.0,도매 및 상품 중개업,463.0,음ㆍ식료품 및 담배 도매업,4631.0,신선 식품 및 단순 가공 식품 도매업,"채소류, 서류 및 향신작물류 도매업",2,1.0,,"채소류, 서류 및 향신작물류 도매업",46311.0,과실 및 채소 도매업,G46311,
979,739.0,512214.0,512214.0,G,도매 및 소매업,51.0,도매 및 상품 중개업,512.0,음ㆍ식료품 및 담배 도매업,5122.0,신선 식품 및 단순 가공 식품 도매업,과실류 도매업,1.0,46311.0,G,도매 및 소매업,46.0,도매 및 상품 중개업,463.0,음ㆍ식료품 및 담배 도매업,4631.0,신선 식품 및 단순 가공 식품 도매업,과실류 도매업,2,,과실(법정도매시장),과실류 도매업,46311.0,과실 및 채소 도매업,G46311,
980,740.0,512215.0,512215.0,G,도매 및 소매업,51.0,도매 및 상품 중개업,512.0,음ㆍ식료품 및 담배 도매업,5122.0,신선 식품 및 단순 가공 식품 도매업,"채소류, 서류 및 향신작물류 도매업",1.0,46312.0,G,도매 및 소매업,46.0,도매 및 상품 중개업,463.0,음ㆍ식료품 및 담배 도매업,4631.0,신선 식품 및 단순 가공 식품 도매업,"채소류, 서류 및 향신작물류 도매업",2,,채소(법정도매시장),"채소류, 서류 및 향신작물류 도매업",46311.0,과실 및 채소 도매업,G46311,
981,741.0,512221.0,512221.0,G,도매 및 소매업,51.0,도매 및 상품 중개업,512.0,산업용 농ㆍ축산물 및 동ㆍ식물 도매업,5122.0,산업용 농ㆍ축산물 및 동ㆍ식물 도매업,기타 산업용 농산물 도매업,1.0,46209.0,G,도매 및 소매업,46.0,도매 및 상품 중개업,462.0,산업용 농ㆍ축산물 및 동ㆍ식물 도매업,4620.0,산업용 농ㆍ축산물 및 동ㆍ식물 도매업,기타 산업용 농산물 도매업,3,,임산물(일반),기타 산업용 농산물 도매업,46209.0,기타 산업용 농산물 및 산동물 도매업,G46209,
982,741.0,512221.0,512221.0,G,도매 및 소매업,51.0,도매 및 상품 중개업,512.0,산업용 농ㆍ축산물 및 동ㆍ식물 도매업,5122.0,산업용 농ㆍ축산물 및 동ㆍ식물 도매업,기타 산업용 농산물 도매업,1.0,46209.0,G,도매 및 소매업,46.0,도매 및 상품 중개업,462.0,산업용 농ㆍ축산물 및 동ㆍ식물 도매업,4620.0,산업용 농ㆍ축산물 및 동ㆍ식물 도매업,기타 산업용 농산물 도매업,3,,임산물(일반),  ,46319.0,기타 비가공 식품 도매업,G46319,
983,742.0,512222.0,512222.0,G,도매 및 소매업,51.0,도매 및 상품 중개업,512.0,산업용 농ㆍ축산물 및 동ㆍ식물 도매업,5122.0,산업용 농ㆍ축산물 및 동ㆍ식물 도매업,기타 산업용 농산물 도매업,1.0,46209.0,G,도매 및 소매업,46.0,도매 및 상품 중개업,462.0,산업용 농ㆍ축산물 및 동ㆍ식물 도매업,4620.0,산업용 농ㆍ축산물 및 동ㆍ식물 도매업,기타 산업용 농산물 도매업,3,,임산물(법정도매시장),기타 산업용 농산물 도매업,46209.0,기타 산업용 농산물 및 산동물 도매업,G46209,
984,742.0,512222.0,512222.0,G,도매 및 소매업,51.0,도매 및 상품 중개업,512.0,산업용 농ㆍ축산물 및 동ㆍ식물 도매업,5122.0,산업용 농ㆍ축산물 및 동ㆍ식물 도매업,기타 산업용 농산물 도매업,1.0,46209.0,G,도매 및 소매업,46.0,도매 및 상품 중개업,462.0,산업용 농ㆍ축산물 및 동ㆍ식물 도매업,4620.0,산업용 농ㆍ축산물 및 동ㆍ식물 도매업,기타 산업용 농산물 도매업,3,,임산물(법정도매시장),  ,46319.0,기타 비가공 식품 도매업,G46319,
985,743.0,512223.0,512223.0,G,도매 및 소매업,51.0,도매 및 상품 중개업,512.0,음ㆍ식료품 및 담배 도매업,5122.0,신선 식품 및 단순 가공 식품 도매업,육류 도매업,1.0,46313.0,G,도매 및 소매업,46.0,도매 및 상품 중개업,463.0,음ㆍ식료품 및 담배 도매업,4631.0,신선 식품 및 단순 가공 식품 도매업,육류 도매업,2,1.0,,육류 도매업,46312.0,육류 도매업,G46312,
986,744.0,512224.0,512224.0,G,도매 및 소매업,51.0,도매 및 상품 중개업,512.0,음ㆍ식료품 및 담배 도매업,5122.0,신선 식품 및 단순 가공 식품 도매업,육류 도매업,1.0,46313.0,G,도매 및 소매업,46.0,도매 및 상품 중개업,463.0,음ㆍ식료품 및 담배 도매업,4631.0,신선 식품 및 단순 가공 식품 도매업,육류 도매업,2,,축산물(법정도매시장),육류 도매업,46312.0,육류 도매업,G46312,
987,745.0,512231.0,512231.0,G,도매 및 소매업,51.0,도매 및 상품 중개업,512.0,음ㆍ식료품 및 담배 도매업,5122.0,신선 식품 및 단순 가공 식품 도매업,"신선, 냉동 및 기타 수산물 도매업",1.0,46315.0,G,도매 및 소매업,46.0,도매 및 상품 중개업,463.0,음ㆍ식료품 및 담배 도매업,4631.0,신선 식품 및 단순 가공 식품 도매업,"신선, 냉동 및 기타 수산물 도매업",4,2.0,생선(일반),"신선, 냉동 및 기타 수산물 도매업",46313.0,수산물 도매업,G46313,
988,746.0,512232.0,512232.0,G,도매 및 소매업,51.0,도매 및 상품 중개업,512.0,음ㆍ식료품 및 담배 도매업,5122.0,신선 식품 및 단순 가공 식품 도매업,"신선, 냉동 및 기타 수산물 도매업",1.0,46315.0,G,도매 및 소매업,46.0,도매 및 상품 중개업,463.0,음ㆍ식료품 및 담배 도매업,4631.0,신선 식품 및 단순 가공 식품 도매업,"신선, 냉동 및 기타 수산물 도매업",4,2.0,냉동수산물(일반),"신선, 냉동 및 기타 수산물 도매업",46313.0,수산물 도매업,G46313,
989,747.0,512233.0,512233.0,G,도매 및 소매업,51.0,도매 및 상품 중개업,512.0,음ㆍ식료품 및 담배 도매업,5122.0,신선 식품 및 단순 가공 식품 도매업,건어물 및 젓갈류 도매업,1.0,46314.0,G,도매 및 소매업,46.0,도매 및 상품 중개업,463.0,음ㆍ식료품 및 담배 도매업,4631.0,신선 식품 및 단순 가공 식품 도매업,건어물 및 젓갈류 도매업,2,1.0,,건어물 및 젓갈류 도매업,46313.0,수산물 도매업,G46313,
990,748.0,512234.0,512234.0,G,도매 및 소매업,51.0,도매 및 상품 중개업,512.0,음ㆍ식료품 및 담배 도매업,5122.0,신선 식품 및 단순 가공 식품 도매업,"신선, 냉동 및 기타 수산물 도매업",1.0,46315.0,G,도매 및 소매업,46.0,도매 및 상품 중개업,463.0,음ㆍ식료품 및 담배 도매업,4631.0,신선 식품 및 단순 가공 식품 도매업,"신선, 냉동 및 기타 수산물 도매업",4,,생선(법정도매시장),"신선, 냉동 및 기타 수산물 도매업",46313.0,수산물 도매업,G46313,
991,749.0,512235.0,512235.0,G,도매 및 소매업,51.0,도매 및 상품 중개업,512.0,음ㆍ식료품 및 담배 도매업,5122.0,신선 식품 및 단순 가공 식품 도매업,"신선, 냉동 및 기타 수산물 도매업",1.0,46315.0,G,도매 및 소매업,46.0,도매 및 상품 중개업,463.0,음ㆍ식료품 및 담배 도매업,4631.0,신선 식품 및 단순 가공 식품 도매업,"신선, 냉동 및 기타 수산물 도매업",4,,냉동수산물(법정도매시장),"신선, 냉동 및 기타 수산물 도매업",46313.0,수산물 도매업,G46313,
992,750.0,512236.0,512236.0,G,도매 및 소매업,51.0,도매 및 상품 중개업,512.0,음ㆍ식료품 및 담배 도매업,5122.0,신선 식품 및 단순 가공 식품 도매업,건어물 및 젓갈류 도매업,1.0,46314.0,G,도매 및 소매업,46.0,도매 및 상품 중개업,463.0,음ㆍ식료품 및 담배 도매업,4631.0,신선 식품 및 단순 가공 식품 도매업,건어물 및 젓갈류 도매업,2,,기타수산물(법정도매시장),건어물 및 젓갈류 도매업,46313.0,수산물 도매업,G46313,
993,751.0,512241.0,512241.0,G,도매 및 소매업,51.0,도매 및 상품 중개업,512.0,음ㆍ식료품 및 담배 도매업,5122.0,가공식품 도매업,"빵류, 과자류, 당류, 초콜릿 도매업",1.0,46323.0,G,도매 및 소매업,46.0,도매 및 상품 중개업,463.0,음ㆍ식료품 및 담배 도매업,4632.0,가공식품 도매업,"빵류, 과자류, 당류, 초콜릿 도매업",4,2.0,당류,"빵류, 과자류, 당류, 초콜릿 도매업",46323.0,빵 및 과자 도매업,G46323,
994,752.0,512242.0,512242.0,G,도매 및 소매업,51.0,도매 및 상품 중개업,512.0,음ㆍ식료품 및 담배 도매업,5122.0,가공식품 도매업,"빵류, 과자류, 당류, 초콜릿 도매업",1.0,46323.0,G,도매 및 소매업,46.0,도매 및 상품 중개업,463.0,음ㆍ식료품 및 담배 도매업,4632.0,가공식품 도매업,"빵류, 과자류, 당류, 초콜릿 도매업",4,2.0,빵류(식빵 등),"빵류, 과자류, 당류, 초콜릿 도매업",46323.0,빵 및 과자 도매업,G46323,
995,753.0,512243.0,512243.0,G,도매 및 소매업,51.0,도매 및 상품 중개업,512.0,음ㆍ식료품 및 담배 도매업,5122.0,가공식품 도매업,"빵류, 과자류, 당류, 초콜릿 도매업",1.0,46323.0,G,도매 및 소매업,46.0,도매 및 상품 중개업,463.0,음ㆍ식료품 및 담배 도매업,4632.0,가공식품 도매업,"빵류, 과자류, 당류, 초콜릿 도매업",4,2.0,"고급빵류(케이크, 피자 등)","빵류, 과자류, 당류, 초콜릿 도매업",46323.0,빵 및 과자 도매업,G46323,
996,754.0,512244.0,512244.0,G,도매 및 소매업,51.0,도매 및 상품 중개업,512.0,음ㆍ식료품 및 담배 도매업,5122.0,가공식품 도매업,"빵류, 과자류, 당류, 초콜릿 도매업",1.0,46323.0,G,도매 및 소매업,46.0,도매 및 상품 중개업,463.0,음ㆍ식료품 및 담배 도매업,4632.0,가공식품 도매업,"빵류, 과자류, 당류, 초콜릿 도매업",4,2.0,"과자류, 초코릿","빵류, 과자류, 당류, 초콜릿 도매업",46323.0,빵 및 과자 도매업,G46323,
997,755.0,512244.0,512245.0,G,도매 및 소매업,51.0,도매 및 상품 중개업,512.0,음ㆍ식료품 및 담배 도매업,5122.0,가공식품 도매업,낙농품 및 동ㆍ식물성 유지 도매업,1.0,46324.0,G,도매 및 소매업,46.0,도매 및 상품 중개업,463.0,음ㆍ식료품 및 담배 도매업,4632.0,가공식품 도매업,낙농품 및 동ㆍ식물성 유지 도매업,6,,식용 빙과,낙농품 및 동·식물성 유지 도매업,46324.0,낙농품 도매업,G46324,
998,755.0,512244.0,512245.0,G,도매 및 소매업,51.0,도매 및 상품 중개업,512.0,음ㆍ식료품 및 담배 도매업,5122.0,가공식품 도매업,낙농품 및 동ㆍ식물성 유지 도매업,1.0,46324.0,G,도매 및 소매업,46.0,도매 및 상품 중개업,463.0,음ㆍ식료품 및 담배 도매업,4632.0,가공식품 도매업,낙농품 및 동ㆍ식물성 유지 도매업,6,,식용 빙과,  ,46329.0,기타 가공식품 도매업,G46329,
999,756.0,512251.0,512251.0,G,도매 및 소매업,51.0,도매 및 상품 중개업,512.0,음ㆍ식료품 및 담배 도매업,5122.0,음료 및 담배 도매업,주류 도매업,1.0,46331.0,G,도매 및 소매업,46.0,도매 및 상품 중개업,463.0,음ㆍ식료품 및 담배 도매업,4633.0,음료 및 담배 도매업,주류 도매업,2,,"약주, 탁주",주류 도매업,46331.0,주류 도매업,G46331,
1000,757.0,512252.0,512252.0,G,도매 및 소매업,51.0,도매 및 상품 중개업,512.0,음ㆍ식료품 및 담배 도매업,5122.0,음료 및 담배 도매업,주류 도매업,1.0,46331.0,G,도매 및 소매업,46.0,도매 및 상품 중개업,463.0,음ㆍ식료품 및 담배 도매업,4633.0,음료 및 담배 도매업,주류 도매업,2,1.0,,주류 도매업,46331.0,주류 도매업,G46331,
1001,758.0,512260.0,512260.0,G,도매 및 소매업,51.0,도매 및 상품 중개업,512.0,음ㆍ식료품 및 담배 도매업,5122.0,음료 및 담배 도매업,비알코올 음료 도매업,1.0,46332.0,G,도매 및 소매업,46.0,도매 및 상품 중개업,463.0,음ㆍ식료품 및 담배 도매업,4633.0,음료 및 담배 도매업,비알코올 음료 도매업,1,,,비알코올음료 도매업,46332.0,비알코올음료 도매업,G46332,
1002,759.0,512271.0,512271.0,G,도매 및 소매업,51.0,도매 및 상품 중개업,512.0,음ㆍ식료품 및 담배 도매업,5122.0,가공식품 도매업,육류 가공식품 도매업,1.0,46321.0,G,도매 및 소매업,46.0,도매 및 상품 중개업,463.0,음ㆍ식료품 및 담배 도매업,4632.0,가공식품 도매업,육류 가공식품 도매업,1,,,육류 가공식품 도매업,46321.0,육류 가공식품 도매업,G46321,
1003,760.0,512272.0,512272.0,G,도매 및 소매업,51.0,도매 및 상품 중개업,512.0,음ㆍ식료품 및 담배 도매업,5122.0,가공식품 도매업,조미료 도매업,1.0,46326.0,G,도매 및 소매업,46.0,도매 및 상품 중개업,463.0,음ㆍ식료품 및 담배 도매업,4632.0,가공식품 도매업,조미료 도매업,1,,,조미료 도매업,46329.0,기타 가공식품 도매업,G46329,
1004,761.0,512273.0,512273.0,G,도매 및 소매업,51.0,도매 및 상품 중개업,512.0,음ㆍ식료품 및 담배 도매업,5122.0,가공식품 도매업,커피 및 차류 도매업,1.0,46325.0,G,도매 및 소매업,46.0,도매 및 상품 중개업,463.0,음ㆍ식료품 및 담배 도매업,4632.0,가공식품 도매업,커피 및 차류 도매업,1,,,커피 및 차류 도매업,46329.0,기타 가공식품 도매업,G46329,
1005,762.0,512274.0,512274.0,G,도매 및 소매업,51.0,도매 및 상품 중개업,512.0,음ㆍ식료품 및 담배 도매업,5122.0,가공식품 도매업,기타 가공식품 도매업,1.0,46329.0,G,도매 및 소매업,46.0,도매 및 상품 중개업,463.0,음ㆍ식료품 및 담배 도매업,4632.0,가공식품 도매업,기타 가공식품 도매업,8,,라면,기타 가공식품 도매업,46329.0,기타 가공식품 도매업,G46329,
1006,763.0,512279.0,512279.0,G,도매 및 소매업,51.0,도매 및 상품 중개업,512.0,음ㆍ식료품 및 담배 도매업,5122.0,가공식품 도매업,기타 가공식품 도매업,1.0,46329.0,G,도매 및 소매업,46.0,도매 및 상품 중개업,463.0,음ㆍ식료품 및 담배 도매업,4632.0,가공식품 도매업,기타 가공식품 도매업,8,2.0,국수 및 인스턴트면류,기타 가공식품 도매업,46329.0,기타 가공식품 도매업,G46329,
1007,764.0,512271.0,512280.0,G,도매 및 소매업,51.0,도매 및 상품 중개업,512.0,음ㆍ식료품 및 담배 도매업,5122.0,가공식품 도매업,기타 가공식품 도매업,1.0,46329.0,G,도매 및 소매업,46.0,도매 및 상품 중개업,463.0,음ㆍ식료품 및 담배 도매업,4632.0,가공식품 도매업,기타 가공식품 도매업,8,2.0,과실 및 채소 가공식품,기타 가공식품 도매업,46329.0,기타 가공식품 도매업,G46329,
1008,765.0,512281.0,512281.0,G,도매 및 소매업,51.0,도매 및 상품 중개업,512.0,음ㆍ식료품 및 담배 도매업,5122.0,신선 식품 및 단순 가공 식품 도매업,기타 신선 식품 및 단순 가공 식품 도매업,1.0,46319.0,G,도매 및 소매업,46.0,도매 및 상품 중개업,463.0,음ㆍ식료품 및 담배 도매업,4631.0,신선 식품 및 단순 가공 식품 도매업,기타 신선 식품 및 단순 가공 식품 도매업,1,,,기타 신선식품 및 단순 가공식품 도매업,46319.0,기타 비가공 식품 도매업,G46319,
1009,766.0,512282.0,512282.0,G,도매 및 소매업,51.0,도매 및 상품 중개업,512.0,음ㆍ식료품 및 담배 도매업,5122.0,가공식품 도매업,낙농품 및 동ㆍ식물성 유지 도매업,1.0,46324.0,G,도매 및 소매업,46.0,도매 및 상품 중개업,463.0,음ㆍ식료품 및 담배 도매업,4632.0,가공식품 도매업,낙농품 및 동ㆍ식물성 유지 도매업,6,2.0,"연유, 시유(양유포함)",낙농품 및 동·식물성 유지 도매업,46324.0,낙농품 도매업,G46324,
1010,766.0,512282.0,512282.0,G,도매 및 소매업,51.0,도매 및 상품 중개업,512.0,음ㆍ식료품 및 담배 도매업,5122.0,가공식품 도매업,낙농품 및 동ㆍ식물성 유지 도매업,1.0,46324.0,G,도매 및 소매업,46.0,도매 및 상품 중개업,463.0,음ㆍ식료품 및 담배 도매업,4632.0,가공식품 도매업,낙농품 및 동ㆍ식물성 유지 도매업,6,2.0,"연유, 시유(양유포함)",  ,46329.0,기타 가공식품 도매업,G46329,
1011,767.0,512283.0,512283.0,G,도매 및 소매업,51.0,도매 및 상품 중개업,512.0,음ㆍ식료품 및 담배 도매업,5122.0,가공식품 도매업,낙농품 및 동ㆍ식물성 유지 도매업,1.0,46324.0,G,도매 및 소매업,46.0,도매 및 상품 중개업,463.0,음ㆍ식료품 및 담배 도매업,4632.0,가공식품 도매업,낙농품 및 동ㆍ식물성 유지 도매업,6,2.0,식물성 유지,낙농품 및 동·식물성 유지 도매업,46324.0,낙농품 도매업,G46324,
1012,767.0,512283.0,512283.0,G,도매 및 소매업,51.0,도매 및 상품 중개업,512.0,음ㆍ식료품 및 담배 도매업,5122.0,가공식품 도매업,낙농품 및 동ㆍ식물성 유지 도매업,1.0,46324.0,G,도매 및 소매업,46.0,도매 및 상품 중개업,463.0,음ㆍ식료품 및 담배 도매업,4632.0,가공식품 도매업,낙농품 및 동ㆍ식물성 유지 도매업,6,2.0,식물성 유지,  ,46329.0,기타 가공식품 도매업,G46329,
1013,768.0,512284.0,512284.0,G,도매 및 소매업,51.0,도매 및 상품 중개업,512.0,음ㆍ식료품 및 담배 도매업,5122.0,가공식품 도매업,기타 가공식품 도매업,1.0,46329.0,G,도매 및 소매업,46.0,도매 및 상품 중개업,463.0,음ㆍ식료품 및 담배 도매업,4632.0,가공식품 도매업,기타 가공식품 도매업,8,2.0,"기타(전분, 만두, 물엿 등)",기타 가공식품 도매업,46329.0,기타 가공식품 도매업,G46329,
1014,769.0,512285.0,512285.0,G,도매 및 소매업,51.0,도매 및 상품 중개업,512.0,음ㆍ식료품 및 담배 도매업,5122.0,가공식품 도매업,낙농품 및 동ㆍ식물성 유지 도매업,1.0,46324.0,G,도매 및 소매업,46.0,도매 및 상품 중개업,463.0,음ㆍ식료품 및 담배 도매업,4632.0,가공식품 도매업,낙농품 및 동ㆍ식물성 유지 도매업,6,2.0,동물성 유지,낙농품 및 동·식물성 유지 도매업,46324.0,낙농품 도매업,G46324,
1015,769.0,512285.0,512285.0,G,도매 및 소매업,51.0,도매 및 상품 중개업,512.0,음ㆍ식료품 및 담배 도매업,5122.0,가공식품 도매업,낙농품 및 동ㆍ식물성 유지 도매업,1.0,46324.0,G,도매 및 소매업,46.0,도매 및 상품 중개업,463.0,음ㆍ식료품 및 담배 도매업,4632.0,가공식품 도매업,낙농품 및 동ㆍ식물성 유지 도매업,6,2.0,동물성 유지,  ,46329.0,기타 가공식품 도매업,G46329,
1016,770.0,512286.0,512286.0,G,도매 및 소매업,51.0,도매 및 상품 중개업,512.0,음ㆍ식료품 및 담배 도매업,5122.0,음료 및 담배 도매업,담배 도매업,1.0,46333.0,G,도매 및 소매업,46.0,도매 및 상품 중개업,463.0,음ㆍ식료품 및 담배 도매업,4633.0,음료 및 담배 도매업,담배 도매업,1,,,담배 도매업,46333.0,담배 도매업,G46333,
1017,771.0,512287.0,512287.0,G,도매 및 소매업,51.0,도매 및 상품 중개업,512.0,음ㆍ식료품 및 담배 도매업,5122.0,가공식품 도매업,기타 가공식품 도매업,1.0,46329.0,G,도매 및 소매업,46.0,도매 및 상품 중개업,463.0,음ㆍ식료품 및 담배 도매업,4632.0,가공식품 도매업,기타 가공식품 도매업,8,2.0,조제건강식품,기타 가공식품 도매업,46329.0,기타 가공식품 도매업,G46329,
1018,772.0,512288.0,512288.0,G,도매 및 소매업,51.0,도매 및 상품 중개업,512.0,음ㆍ식료품 및 담배 도매업,5122.0,가공식품 도매업,기타 가공식품 도매업,1.0,46329.0,G,도매 및 소매업,46.0,도매 및 상품 중개업,463.0,음ㆍ식료품 및 담배 도매업,4632.0,가공식품 도매업,기타 가공식품 도매업,8,,인삼제품,기타 가공식품 도매업,46329.0,기타 가공식품 도매업,G46329,
1019,773.0,512289.0,512289.0,G,도매 및 소매업,51.0,도매 및 상품 중개업,512.0,음ㆍ식료품 및 담배 도매업,5122.0,가공식품 도매업,수산물 가공식품 도매업,1.0,46322.0,G,도매 및 소매업,46.0,도매 및 상품 중개업,463.0,음ㆍ식료품 및 담배 도매업,4632.0,가공식품 도매업,수산물 가공식품 도매업,1,,,수산물 가공식품 도매업,46322.0,수산물 가공식품 도매업,G46322,
